filename,ElectronEnergy(Hart.),ThermalCorrectionGibbs(Hart.),ZeroPointViberationEnergy(Hart.),SolvationEnergy(Hart.),GibssFreeEnergy_298K(Hart.),Voltage,idx,smiles
tp_SO2Li_mol_15_,-796.3492543,0.049694,0.083014,-0.10347750000005362,-796.3200238,3.3742602342315533,15,O=S(O[Na])c1cccnc1
tp_SO2Li_mol_16_,-879.5602841,0.050972,0.085854,-0.10017949999996745,-879.5236375999999,3.2954040757615,16,O=S(O[Na])c1ccc(F)cc1
tp_SO2Li_mol_17_,-1117.4054807,0.058206,0.098122,-0.09307899999998881,-1117.3422317,3.3750602518482347,17,O=S(O[Na])c1ccc(C(F)(F)F)cc1
tp_SO2Li_mol_18_,-984.8338279,0.057978,0.096103,-0.09095850000005612,-984.7707054,3.464496235167608,18,O=[N+](O[Na])c1ccc(S(=O)O[Na])cc1
tp_SO2Li_mol_19_,-933.9408571,0.1025,0.13935,-0.10211279999998624,-933.8011199,3.2399089760065807,19,O=S(O[Na])c1ccc2ccccc2c1
tp_SO2Li_mol_20_,-1101.0729575,0.028281,0.061545,-0.10151989999985744,-1101.0846513999998,3.305164834940474,20,O=S(O[Na])c1ccsc1
tp_SO2Li_mol_21_,-780.5075218,0.076436,0.11001,-0.11317850000000362,-780.4342543,3.0002710452403716,21,O=S(O[Na])C1CCCO1
tp_SO2Li_mol_22_,-783.9163703,0.127233,0.16147,-0.10434789999999339,-783.7320152,2.963524657719582,22,O=S(O[Na])C1CCCCC1
tp_SO2Li_mol_23_,-703.0754375,0.042528,0.074862,-0.11601089999999203,-703.0740584,3.0562450671100394,23,COCS(=O)O[Na]
tp_SO3Li_mol_24_,-961.6332633,-0.00691,0.025805,-0.08600250000006326,-961.7003708,5.930351902887827,24,O=S(=O)(O[Na])C(F)(F)F
tp_SO3Li_mol_25_,-663.8462452,0.020152,0.048515,-0.10761899999999969,-663.8851972,5.223979883400732,25,CS(=O)(=O)O[Na]
tp_SO3Li_mol_26_,-855.5763685,0.064477,0.099568,-0.10265530000003764,-855.5149788,5.012519443955975,26,O=S(=O)(O[Na])c1ccccc1
tp_SO3Li_mol_27_,-871.6223763,0.054103,0.088498,-0.10157149999997728,-871.5813468,5.3807370772649605,27,O=S(=O)(O[Na])c1cccnc1
tp_SO3Li_mol_28_,-954.8342328,0.055473,0.091469,-0.09818940000002385,-954.7854802,5.002527387161917,28,O=S(=O)(O[Na])c1ccc(F)cc1
tp_SO3Li_mol_29_,-1192.6782235,0.06246,0.103733,-0.09150829999998678,-1192.6035388,5.416375957401193,29,O=S(=O)(O[Na])c1ccc(C(F)(F)F)cc1
tp_SO3Li_mol_30_,-1060.1056528,0.061344,0.101626,-0.08941670000012891,-1060.0320995000002,5.490965355237607,30,O=[N+]([O-])c1ccc(S(=O)(=O)O[Na])cc1
tp_SO3Li_mol_31_,-1009.2142418,0.107186,0.144787,-0.10194369999999253,-1009.0642125,4.301295616936692,31,O=S(=O)(O[Na])c1ccc2ccccc2c1
tp_SO3Li_mol_32_,-1176.3454772,0.032894,0.067075,-0.1016048999999839,-1176.3471131000001,4.716406800025908,32,O=S(=O)(O[Na])c1ccsc1
tp_SO3Li_mol_33_,-855.7836511,0.081731,0.115939,-0.11024520000000848,-855.6962263,4.4602025180100515,33,O=S(=O)(O[Na])C1CCCO1
tp_SO3Li_mol_34_,-859.1932073,0.132358,0.16731,-0.10525999999993019,-858.9987993,5.170996403583798,34,O=S(=O)(O[Na])C1CCCCC1
tp_SO3Li_mol_35_,-778.3562898,0.047583,0.080636,-0.1113517999999658,-778.3394225999999,5.310781795095176,35,COCS(=O)(=O)O[Na]
tp_SeO2Li_mol_132_,-2889.7133088,-0.016113,0.017964,-0.09978760000012699,-2889.8112454,4.394054122406638,132,O=[Se](O[Na])C(F)(F)F
tp_SeO2Li_mol_133_,-2591.9250706,0.011253,0.040282,-0.11891740000010032,-2591.992453,3.681203048648754,133,C[Se](=O)O[Na]
tp_SeO2Li_mol_134_,-2783.6596704,0.057418,0.092269,-0.11163410000017393,-2783.6216175,3.778505871895391,134,O=[Se](O[Na])c1ccccc1
tp_SeO2Li_mol_135_,-2799.7056721,0.046213,0.081098,-0.11118650000025809,-2799.6895476,3.878772025704993,135,O=[Se](O[Na])c1cccnc1
tp_SeO2Li_mol_136_,-2882.9149684,0.047198,0.083965,-0.10973910000029719,-2882.8935445,3.8336091262935414,136,O=[Se](O[Na])c1ccc(F)cc1
tp_SeO2Li_mol_137_,-3120.7621208,0.055021,0.096295,-0.10040230000004158,-3120.7112071,3.889387225477092,137,O=[Se](O[Na])c1ccc(C(F)(F)F)cc1
tp_SeO2Li_mol_138_,-2988.1898568,0.054264,0.094205,-0.09861589999991338,-2988.1400037000003,3.964518131840802,138,O=[N+](O[Na])c1ccc([Se](=O)O[Na])cc1
tp_SeO2Li_mol_139_,-2937.2974002,0.09855,0.137364,-0.11048810000011144,-2937.1719743,3.79857161993116,139,O=[Se](O[Na])c1ccc2ccccc2c1
tp_SeO2Li_mol_140_,-3104.4282771,0.025099,0.059698,-0.11084290000007968,-3104.454323,3.8238211556124253,140,O=[Se](O[Na])c1ccsc1
tp_SeO2Li_mol_141_,-2783.8610461,0.072198,0.107827,-0.1226251000002776,-2783.8036462000005,3.220303102056644,141,O=[Se](O[Na])C1CCCO1
tp_SeO2Li_mol_142_,-2787.272098,0.124086,0.159589,-0.11494339999990189,-2787.1033664,3.451978952676759,142,O=[Se](O[Na])C1CCCCC1
tp_SeO2Li_mol_143_,-2706.4292218,0.038213,0.072514,-0.12676669999973456,-2706.4452615,3.36152253874009,143,COC[Se](=O)O[Na]
tp_SiO3Li3_mol_120_,-1177.631047,-0.014505,0.024577,-0.19341190000000097,-1177.8143869000003,3.6464948012708107,120,FC(F)(F)[Si](O[Na])(O[Na])O[Na]
tp_SiO3Li3_mol_121_,-879.806672,0.01206,0.046658,-0.21649229999991348,-879.9644463,3.0749584044152045,121,C[Si](O[Na])(O[Na])O[Na]
tp_SiO3Li3_mol_122_,-1071.6032344,0.05825,0.099244,-0.16994550000003983,-1071.6156859,3.5424952319002005,122,[Na]O[Si](O[Na])(O[Na])c1ccccc1
tp_SiO3Li3_mol_123_,-1087.6533255,0.048248,0.088341,-0.17003230000000258,-1087.6867688,3.5397087759727826,123,[Na]O[Si](O[Na])(O[Na])c1cccnc1
tp_SiO3Li3_mol_124_,-1170.8647922,0.050525,0.091481,-0.16406430000006367,-1170.8868505,3.4629533440457467,124,Fc1ccc([Si](O[Na])(O[Na])O[Na])cc1
tp_SiO3Li3_mol_125_,-1408.711966,0.056891,0.103572,-0.1562390999999934,-1408.7077421000001,3.6955489428437125,125,FC(F)(F)c1ccc([Si](O[Na])(O[Na])O[Na])cc1
tp_SiO3Li3_mol_126_,-1276.1428602,0.057133,0.101658,-0.15405549999991308,-1276.1381247,3.6025047167946114,126,O=[N+](O[Na])c1ccc([Si](O[Na])(O[Na])O[Na])cc1
tp_SiO3Li3_mol_127_,-1225.245274,0.100766,0.144557,-0.1659824999999273,-1225.1659335,3.5057053060050616,127,[Na]O[Si](O[Na])(O[Na])c1ccc2ccccc2c1
tp_SiO3Li3_mol_128_,-1392.3759274,0.02604,0.066804,-0.16886970000018664,-1392.4519531,3.4773346131542016,128,[Na]O[Si](O[Na])(O[Na])c1ccsc1
tp_SiO3Li3_mol_129_,-1071.7991469,0.073207,0.114496,-0.17769469999984722,-1071.7891386000001,3.3382784894108535,129,[Na]O[Si](O[Na])(O[Na])C1CCCO1
tp_SiO3Li3_mol_130_,-1075.1481385,0.123584,0.165399,-0.20095459999993182,-1075.0601101,3.1098870648308865,130,[Na]O[Si](O[Na])(O[Na])C1CCCCC1
tp_SiO3Li3_mol_131_,-994.3760309,0.040834,0.079359,-0.1794748999999456,-994.4353128,3.5921589107108978,131,COC[Si](O[Na])(O[Na])O[Na]
