canonicalsmiles,anode_limit,type,R,product,comment,molwt,capacity,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxEStateIndex,MinEStateIndex,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,InertialShapeFactor,PBF,FractionCSP2,NegativecenterType,EDGRatioNegCenter,EWGRatioNegCenter,C_ratio,H_ratio,O_ratio,N_ratio,F_ratio,S_ratio,B_ratio,Si_ratio,Se_ratio,P_ratio,idx
CCOCCOC(=O)C(=O)[O-].[Na+],,COOCOO-,CCOCC,CCOCCCCOCC,,184.12300000000008,145.5624169109176,12.0,12.0,6.0,4.0,5.0,184.123,175.051,75.66,-4.679999999999999,32.45899999999999,64.0,1.0,-0.5390056829307497,1.3333333333333333,1.9166666666666667,2.3333333333333335,10.16615693499622,-1.831945861678004,0.6081102267693571,0.9880999511309597,0.15381315475275464,0.8865752317874801,214.03024453358918,1233.6650526537592,1391.4950569580988,2.776695371749074,0.14420469147091686,0.004142289486794209,0.4731413156880609,0.3333333333333333,8.0,1.0,0.15212330200516666,0.2857142857142857,0.42857142857142855,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410
O=C([O-])C(=O)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[Na+],,COOCOO-,C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,,346.0329999999999,77.45327436657456,21.0,21.0,15.0,4.0,5.0,346.0329999999999,346.0329999999999,75.66,-2.3592,33.080000000000005,118.0,1.0,-0.5390036363784537,0.7619047619047619,1.1428571428571428,1.4285714285714286,12.420972222222222,-6.786832876669186,0.35310046479149587,0.9539010782556837,0.30012119702320955,0.8696282879782542,868.1705180786997,2515.6025259075172,2892.733091463582,3.011516326875731,0.20833070040020543,0.0010016791285458306,0.5592901778635838,0.3333333333333333,8.0,1.0,0.15231140247761407,0.2857142857142857,0.0,0.23809523809523808,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,411
COCCCOC(=O)C(=O)[O-].[Na+],,COOCOO-,CCCOC,COCCCCCCOC,,184.12300000000008,145.5624169109176,12.0,12.0,6.0,4.0,5.0,184.123,175.051,75.66,-4.679999999999999,32.45899999999999,64.0,1.0,-0.5390056914072933,1.3333333333333333,1.9166666666666667,2.3333333333333335,10.180896164021163,-1.8172066326530605,0.6994420681788318,0.9936221444096355,0.1127609601714949,0.9137561807221569,163.2607999237673,1322.980620004489,1447.8486142319882,2.822719341526347,0.14566202233149816,0.005596911084282476,0.46397744995627327,0.3333333333333333,8.0,1.0,0.15212170054536914,0.2857142857142857,0.42857142857142855,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412
O=C([O-])C(=O)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F.[Na+],,COOCOO-,C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,,346.0329999999999,77.45327436657456,21.0,21.0,15.0,4.0,5.0,346.0329999999999,346.0329999999999,75.66,-2.3592,33.080000000000005,118.0,1.0,-0.5390036432425033,0.8095238095238095,1.1904761904761905,1.4761904761904763,12.51785336356765,-7.027152777777777,0.556220701203664,0.9831672877584002,0.182707647026037,0.9703433070275301,557.3395005922273,2959.978210789748,3050.4443008496673,3.0805974166595407,0.1881407685319408,0.001741027337908844,0.5586952075819542,0.3333333333333333,8.0,1.0,0.15231011144301168,0.2857142857142857,0.0,0.23809523809523808,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,413
C[B-](C)(C)C.[Na+],,B-,C,CC,,93.94199999999994,285.2971928305647,6.0,6.0,2.0,0.0,0.0,93.942,81.84599999999999,0.0,-1.041599999999999,29.209999999999983,32.0,1.0,-0.19073485800878875,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.25,0.0,0.001179619557235647,0.33498983114244835,0.9422217430261063,0.9719908326775479,117.2832426223411,120.98875609629573,124.47520288129407,1.3894954742754397,0.9175641068100869,0.008287550812415846,0.8972338221530036,0.0,6.0,0.0,-0.018789423889550804,0.2222222222222222,0.6666666666666669,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,414
FC(F)(F)[B-](C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Na+],,B-,C(F)(F)F,FC(F)(F)C(F)(F)F,,309.82199999999995,86.50576424169004,18.0,18.0,14.0,0.0,0.0,309.82199999999995,309.82199999999995,0.0,0.8451999999999997,29.974,104.0,1.0,-0.21500081886514175,0.3888888888888889,0.5,0.5,11.730902777777779,-8.583333333333336,0.0006433684642861325,0.28843266138421536,0.9575001826876163,0.984902517444031,973.8739231082242,1001.7448517347317,1017.1005089259078,2.197666897451253,0.9607807221984291,0.0010113244579961725,0.9769239278815733,0.0,9.0,1.0,0.2819024417304164,0.2222222222222222,0.0,0.0,0.0,0.6666666666666669,0.0,0.05555555555555555,0.0,0.0,0.0,415
CC[B-](CC)(CC)CC.[Na+],,B-,CC,CCCC,,150.05000000000018,178.61638713021566,10.0,10.0,2.0,4.0,0.0,150.04999999999998,129.89,0.0,0.5187999999999999,47.678000000000026,56.0,1.0,-0.1810496261237117,0.7,0.9,0.9,2.329861111111111,0.0,0.0770074994946227,0.778250463400566,0.6279539921178973,0.7457257462501509,316.9689141105968,376.4159205613369,504.7645497746696,1.9981242323754558,0.5545246073619394,0.0023526778590974135,0.9329990887814433,0.0,6.0,0.25,-0.09693704798224914,0.26666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,416
FC(F)(F)C(F)(F)[B-](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Na+],,B-,C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,509.84999999999997,52.56720386170225,30.0,30.0,22.0,4.0,0.0,509.84999999999997,509.84999999999997,0.0,3.3864000000000023,49.761999999999986,176.0,1.0,-0.24137882818270387,0.26666666666666666,0.36666666666666664,0.43333333333333335,13.290902777777777,-10.833333333333336,0.02337283983200488,0.638993214193165,0.7692123713351781,0.8620535731927139,2389.077156070109,2677.4302855380215,3105.874586914422,2.8309885991447143,0.7099783745360275,0.0003608311983572523,1.1409056984013914,0.0,9.0,1.0,0.23291738410031865,0.26666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.03333333333333333,0.0,0.0,0.0,417
CCC[B-](CCC)(CCC)CCC.[Na+],,B-,CCC,CCCCCC,,206.15800000000024,130.0041176616423,14.0,14.0,2.0,8.0,0.0,206.158,177.93399999999997,0.0,2.0791999999999997,66.14600000000006,80.0,1.0,-0.17846157617134945,0.5714285714285714,0.7857142857142857,0.9285714285714286,2.3447222222222224,0.0,0.08336860691060158,0.7779028274624922,0.6283845884694023,0.7115237339789843,772.6349597311896,874.859316473206,1229.557461956773,2.6415494306714566,0.5034153457376025,0.0009209054353773135,1.0632399595142967,0.0,6.0,0.25,-0.0877600960016386,0.2857142857142857,0.6666666666666671,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,418
COC[B-](COC)(COC)COC.[Na+],,B-,COC,COCCOC,,214.04600000000016,125.21322000359207,14.0,14.0,6.0,8.0,4.0,214.046,193.88599999999997,36.92,-2.818399999999995,53.258000000000045,80.0,1.0,-0.4219636257678104,0.6428571428571429,0.8571428571428571,1.0,5.152777777777778,-0.8611111111111112,0.06297004233678266,0.761275081824639,0.6484290630384245,0.7918712297089568,752.173976321327,918.5660630226093,1159.9942371441095,2.5714672398388654,0.7008453833855488,0.0010527766908153058,1.3493112537229681,0.0,8.0,1.0,-0.0728514409640999,0.23529411764705885,0.5882352941176471,0.11764705882352941,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,419
FC(F)(F)OC(F)(F)[B-](C(F)(F)OC(F)(F)F)(C(F)(F)OC(F)(F)F)C(F)(F)OC(F)(F)F.[Na+],,B-,C(F)(F)OC(F)(F)F,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,,573.8460000000001,46.70484570579717,34.0,34.0,26.0,8.0,4.0,573.8460000000001,573.8460000000001,36.92,3.1128000000000022,54.10199999999998,200.0,1.0,-0.2592979712555022,0.29411764705882354,0.4117647058823529,0.5,13.755277777777778,-10.005833333333335,0.011141035719970523,0.551373322815162,0.8342586282968653,0.9481064871187466,3800.8885705330995,4319.580269603874,4556.007503683353,3.32343047528049,0.8360723217072221,0.00024944337870598727,1.3820116842471912,0.0,8.0,1.0,0.25003888533215657,0.23529411764705885,0.0,0.11764705882352941,0.0,0.5882352941176471,0.0,0.029411764705882353,0.0,0.0,0.0,420
CCCC[B-](CCCC)(CCCC)CCCC.[Na+],,B-,CCCC,CCCCCCCC,,262.26600000000013,102.19162563538116,18.0,18.0,2.0,12.0,0.0,262.2659999999999,225.97799999999995,0.0,3.6396000000000024,84.61400000000008,104.0,1.0,-0.1782136616096542,0.5,0.7222222222222222,0.8888888888888888,2.3475219671201817,-0.007222222222222241,0.01922463229291007,0.6148123158370786,0.7886734535249987,0.9430203547959639,1513.6453522738202,1809.8724773310444,1919.2294929017057,3.1615020622669836,0.8254750185774716,0.0006230127508926348,1.5670758853103663,0.0,6.0,0.25,-0.08516915125672232,0.2962962962962963,0.6666666666666661,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,421
CCOC[B-](COCC)(COCC)COCC.[Na+],,B-,COCC,CCOCCOCC,,270.1539999999998,99.20781809223223,18.0,18.0,6.0,12.0,4.0,270.15399999999994,241.92999999999995,36.92,-1.2579999999999953,71.72600000000006,104.0,1.0,-0.4190080621143386,0.5555555555555556,0.7777777777777778,0.9444444444444444,5.577947845804989,-0.8961111111111113,0.03426041342587035,0.6716837351990923,0.7408380118953101,0.9857524737331954,1315.7913368467982,1750.780257475137,1776.0850762511043,2.9937886739853203,0.8064016972608172,0.0007491708192086764,1.6387768647692205,0.0,8.0,1.0,-0.07249152881257799,0.26086956521739124,0.6086956521739127,0.08695652173913043,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,422
FC(F)(OC(F)(F)C(F)(F)F)[B-](C(F)(F)OC(F)(F)C(F)(F)F)(C(F)(F)OC(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F.[Na+],,B-,C(F)(F)OC(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,,773.8740000000004,34.6327553179056,46.0,46.0,34.0,12.0,4.0,773.8740000000004,773.8740000000004,36.92,5.654000000000005,73.88999999999999,272.0,1.0,-0.2805885355216287,0.2391304347826087,0.34782608695652173,0.43478260869565216,14.438543083900226,-11.259166666666669,0.021864232399054554,0.624414895051656,0.7810928490503734,0.9627373716965656,6732.166235566693,8297.743392905975,8618.906502282585,3.908900147725491,0.8101159175598461,0.00014300558512805726,1.5731942135147532,0.0,8.0,1.0,0.24749216157450796,0.26086956521739124,0.0,0.08695652173913043,0.0,0.6086956521739127,0.0,0.021739130434782608,0.0,0.0,0.0,423
COCC[B-](CCOC)(CCOC)CCOC.[Na+],,B-,CCOC,COCCCCOC,,270.1539999999998,99.20781809223223,18.0,18.0,6.0,12.0,4.0,270.15399999999994,241.92999999999995,36.92,-0.9751999999999958,72.48600000000006,104.0,1.0,-0.3879611988854879,0.5555555555555556,0.7777777777777778,0.9444444444444444,5.2304513888888895,-0.5072222222222225,0.05958165825434869,0.7583364210598653,0.6518633848392734,0.8190961218227132,1323.381674020071,1662.8895288364151,2030.151876602749,3.0470275410495393,0.5501096782866598,0.0006189417141726949,1.2141298792242503,0.0,8.0,1.0,0.014850904724094316,0.26086956521739124,0.6086956521739127,0.08695652173913043,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,424
FC(F)(F)OC(F)(F)C(F)(F)[B-](C(F)(F)C(F)(F)OC(F)(F)F)(C(F)(F)C(F)(F)OC(F)(F)F)C(F)(F)C(F)(F)OC(F)(F)F.[Na+],,B-,C(F)(F)C(F)(F)OC(F)(F)F,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,,773.8740000000004,34.6327553179056,46.0,46.0,34.0,12.0,4.0,773.8740000000004,773.8740000000004,36.92,5.654000000000005,73.88999999999999,272.0,1.0,-0.24171723001246265,0.2391304347826087,0.34782608695652173,0.43478260869565216,14.630418083900228,-12.08166666666667,0.04694120238765895,0.6993572762964352,0.7147722714901801,0.7546820782511426,6242.370262683203,6590.917346630189,8733.369370455446,3.732856455088674,0.5637819769798637,0.00012089671815249745,1.3673714694135533,0.0,9.0,1.0,0.22872970647836924,0.26086956521739124,0.0,0.08695652173913043,0.0,0.6086956521739127,0.0,0.021739130434782608,0.0,0.0,0.0,425
CCCCC[B-](CCCCC)(CCCCC)CCCCC.[Na+],,B-,CCCCC,CCCCCCCCCC,,318.3739999999991,84.18209052525948,22.0,22.0,2.0,16.0,0.0,318.374,274.02199999999993,0.0,5.200000000000005,103.0820000000001,128.0,1.0,-0.17820393929650746,0.4090909090909091,0.6363636363636364,0.8181818181818182,2.347151596749811,-0.03833333333333333,0.06556843356536605,0.7625486173121546,0.6469309130311529,0.956010465869446,2477.121041706575,3660.5974353599518,3829.034896632447,3.956335027946104,0.71732347867834,0.0003859361128396121,1.7418467442777028,0.0,6.0,0.25,-0.08491710370038864,0.30303030303030287,0.6666666666666662,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,426
CCCOC[B-](COCCC)(COCCC)COCCC.[Na+],,B-,COCCC,CCCOCCOCCC,,326.2619999999993,82.14682950784628,22.0,22.0,6.0,16.0,4.0,326.26200000000006,289.974,36.92,0.30240000000000333,90.19400000000007,128.0,1.0,-0.4187320991848026,0.5,0.7272727272727273,0.9090909090909091,5.828178146258503,-0.927222222222222,0.007946129594536723,0.499676244438152,0.866212243473956,0.8920115336934211,2755.7630031599133,2837.8407272168406,3181.3946569352197,3.667121317815049,0.8287625681634703,0.00032368949458665,1.7760282205627858,0.0,8.0,1.0,-0.07247773689835128,0.2758620689655173,0.6206896551724138,0.06896551724137931,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,427
CCOCC[B-](CCOCC)(CCOCC)CCOCC.[Na+],,B-,CCOCC,CCOCCCCOCC,,326.26199999999926,82.1468295078463,22.0,22.0,6.0,16.0,4.0,326.26200000000006,289.97399999999993,36.92,0.5852000000000026,90.95400000000008,128.0,1.0,-0.3850101039919067,0.5,0.7272727272727273,0.9090909090909091,5.601111111111111,-0.5383333333333333,0.008361847044985979,0.5216979710335101,0.853130252083185,0.9352509990024528,2695.3865656733947,2954.839512593013,3159.40802602154,3.6743514211087818,0.8428619541874363,0.00034698214011792287,1.6550230489816211,0.0,8.0,1.0,0.015214456021101552,0.2758620689655173,0.6206896551724138,0.06896551724137931,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,428
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)[B-](C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[Na+],,B-,C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,,973.9020000000006,27.519595286680662,58.0,58.0,42.0,16.0,4.0,973.9020000000006,973.9020000000006,36.92,8.1952,93.678,344.0,1.0,-0.24601175425873792,0.1896551724137931,0.29310344827586204,0.3793103448275862,15.134324333900228,-13.045952380952384,0.04628206015356016,0.7281400525787125,0.6854283797966566,0.8969918206320371,10083.638663854656,13196.0415855117,14711.440262870541,4.41640023933144,0.6736367721309369,8.895517288291502e-05,1.5916904157803013,0.0,8.0,1.0,0.3888452803969572,0.2758620689655173,0.0,0.06896551724137931,0.0,0.6206896551724138,0.0,0.017241379310344827,0.0,0.0,0.0,429
COCCC[B-](CCCOC)(CCCOC)CCCOC.[Na+],,B-,CCCOC,COCCCCCCOC,,326.26199999999926,82.1468295078463,22.0,22.0,6.0,16.0,4.0,326.26200000000006,289.97399999999993,36.92,0.5852000000000026,90.95400000000008,128.0,1.0,-0.3848149168961819,0.5,0.7272727272727273,0.9090909090909091,5.250087868480726,-0.3583333333333334,0.029101849750468776,0.6608122005340338,0.7505512878047494,0.8321376040042534,2975.9107850814203,3299.3978035412806,3964.9665964673986,3.9614809230473926,0.6612025719299358,0.0002796245129981228,1.5545494431263969,0.0,8.0,1.0,0.03545337312157034,0.2758620689655173,0.6206896551724138,0.06896551724137931,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,430
FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)[B-](C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F.[Na+],,B-,C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,,973.9020000000006,27.519595286680662,58.0,58.0,42.0,16.0,4.0,973.9020000000006,973.9020000000006,36.92,8.1952,93.67799999999998,344.0,1.0,-0.24432867771681227,0.20689655172413793,0.3103448275862069,0.39655172413793105,15.234694231859411,-13.527896825396825,0.044425578440196886,0.7007889418920126,0.7133686697086391,0.77282561485039,10673.814812785418,11563.442362641503,14962.550594133774,4.370163859333516,0.5809495877806662,7.240388074980241e-05,1.6037370359976766,0.0,9.0,1.0,0.21077611766592072,0.2758620689655173,0.0,0.06896551724137931,0.0,0.6206896551724138,0.0,0.017241379310344827,0.0,0.0,0.0,431
CP(=O)([O-])F.[Na+],,PFO2-,C,CC,,119.99499999999999,223.3542138329838,6.0,6.0,5.0,0.0,2.0,119.995,116.971,40.129999999999995,-2.8568999999999996,14.638500000000002,32.0,1.0,-0.7749144238331894,1.8333333333333333,1.8333333333333333,1.8333333333333333,10.6875,-4.388888888888889,0.02045568292924171,0.6264232031359454,0.7794831432256263,0.9158217456528317,117.60257387582274,138.17232025638145,150.8725042970967,1.3017045600175507,0.6083056698974055,0.007787429436874855,0.5410987205709358,0.0,8.0,1.0,0.17823582421149098,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,432
O=P([O-])(F)C(F)(F)F.[Na+],,PFO2-,C(F)(F)F,FC(F)(F)C(F)(F)F,,173.965,154.06196010053108,9.0,9.0,8.0,0.0,2.0,173.965,173.965,40.129999999999995,-1.9668999999999999,14.7695,50.0,1.0,-0.7682776116819465,1.3333333333333333,1.4444444444444444,1.4444444444444444,10.770833333333334,-6.599537037037038,0.10315370051959655,0.8165018102851431,0.5773428736903957,0.9720602510154761,212.32954614375384,357.49486367295395,367.77027277835094,1.6415784011253438,0.6621693859908535,0.004578073417805737,0.5868575868744519,0.0,8.0,1.0,0.28468689705442934,0.1111111111111111,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.1111111111111111,433
CCP(=O)([O-])F.[Na+],,PFO2-,CC,CCCC,,134.02200000000005,199.97753271021833,7.0,7.0,5.0,1.0,2.0,134.022,128.982,40.129999999999995,-2.466799999999999,19.255499999999998,38.0,1.0,-0.774728412207423,1.8571428571428572,2.0,2.0,11.118055555555555,-4.396604938271605,0.16201347642157637,0.8752109153979982,0.4837415152415575,0.9337642101381252,125.01624809317475,241.31833732910636,258.4360534587311,1.5267124975351039,0.5277075454958821,0.00746914280647896,0.6052800511244733,0.0,8.0,1.0,0.18093945040403608,0.16666666666666666,0.41666666666666663,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,434
O=P([O-])(F)C(F)(F)C(F)(F)F.[Na+],,PFO2-,C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,223.97199999999998,119.66401554162525,12.0,12.0,10.0,1.0,2.0,223.97199999999998,223.97199999999998,40.129999999999995,-1.3316,19.7165,68.0,1.0,-0.7702404755376967,1.0833333333333333,1.3333333333333333,1.3333333333333333,11.361882716049383,-7.198495370370372,0.12133640285815116,0.8417878428218274,0.5398085101935449,0.9333061944268578,348.0030927927841,601.6827005316337,644.6787818665731,1.886609236168271,0.5904403778544228,0.002681890516940285,0.6359423157033107,0.0,8.0,1.0,0.2590879702850265,0.16666666666666666,0.0,0.16666666666666666,0.0,0.49999999999999994,0.0,0.0,0.0,0.0,0.08333333333333333,435
CCCP(=O)([O-])F.[Na+],,PFO2-,CCC,CCCCCC,,148.04900000000006,181.03052968198958,8.0,8.0,5.0,2.0,2.0,148.04899999999998,140.993,40.129999999999995,-2.076699999999999,23.87249999999999,44.0,1.0,-0.7747215490887636,1.75,2.125,2.125,11.389305555555556,-4.415702160493828,0.18997207578547154,0.8932648504791562,0.44953076301678263,0.9274165849590151,153.54912032267154,316.783660894408,341.57644583033573,1.655907226876543,0.5147913365956103,0.0060398690856067515,0.5651127807669533,0.0,8.0,1.0,0.181200987950501,0.2,0.4666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,436
O=P([O-])(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],,PFO2-,C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,273.9789999999999,97.82278528240812,15.0,15.0,12.0,2.0,2.0,273.9789999999999,273.9789999999999,40.129999999999995,-0.6962999999999999,24.663500000000003,86.0,1.0,-0.7703255072266663,0.9333333333333333,1.2,1.2666666666666666,11.783757716049383,-7.639953703703705,0.12839088072999588,0.8516428935360261,0.5241224874870234,0.8978543378032142,532.7642005379158,912.658128394219,1016.4879646594183,2.1196418039434004,0.5367514506227723,0.0016852752810655785,0.6315194325466262,0.0,8.0,1.0,0.2560641111241968,0.2,0.0,0.13333333333333333,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,437
COCP(=O)([O-])F.[Na+],,PFO2-,COC,COCCOC,,150.02100000000004,178.6509147978542,8.0,8.0,6.0,2.0,3.0,150.021,144.981,49.36,-2.8827999999999987,20.590499999999995,44.0,1.0,-0.7731107380839357,1.875,2.25,2.25,11.264305555555556,-4.63792438271605,0.1990147984542513,0.8992921314611542,0.4373484449407064,0.910714365174534,143.2485317292147,298.29417972125816,327.5386785670077,1.6010139846305351,0.435919948245426,0.006357582546787103,0.508558066639706,0.0,8.0,1.0,0.20598317264856358,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,438
O=P([O-])(F)C(F)(F)OC(F)(F)F.[Na+],,PFO2-,C(F)(F)OC(F)(F)F,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,,239.97099999999998,111.68594908921865,13.0,13.0,11.0,2.0,3.0,239.97099999999998,239.97099999999998,49.36,-1.4,20.8015,74.0,1.0,-0.7685012490846171,1.1538461538461537,1.4615384615384615,1.5384615384615385,11.533757716049383,-6.990648148148148,0.17903202092315226,0.8892528932372894,0.4574158850205249,0.8883724919599095,384.1788241255652,746.134776957608,839.8895550125605,2.0261011672052547,0.45956375945052896,0.0023123931777914793,0.6059448765695812,0.0,8.0,1.0,0.27987001632393493,0.15384615384615385,0.0,0.23076923076923078,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.07692307692307693,439
CCCCP(=O)([O-])F.[Na+],,PFO2-,CCCC,CCCCCCCC,,162.07600000000008,165.36309440564227,9.0,9.0,5.0,3.0,2.0,162.076,153.004,40.129999999999995,-1.6865999999999992,28.48949999999999,50.0,1.0,-0.7747214336397948,1.6666666666666667,2.111111111111111,2.2222222222222223,11.575972222222223,-4.432229938271606,0.5431027964582368,0.9817234961676232,0.1903128400093354,0.9785424916216742,137.43874819986917,706.6767281822222,722.1727561478637,2.1981710798540073,0.29291495155377834,0.007119844326569657,0.6018926714685962,0.0,8.0,1.0,0.18121120328583762,0.2222222222222222,0.5000000000000001,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,440
O=P([O-])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],,PFO2-,C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,323.98599999999993,82.72391056678033,18.0,18.0,14.0,3.0,2.0,323.98599999999993,323.98599999999993,40.129999999999995,-0.06099999999999994,29.610500000000005,104.0,1.0,-0.770327215164053,0.7777777777777778,1.0555555555555556,1.2222222222222223,12.139027777777777,-7.9694907407407385,0.1590907116590924,0.8704523944516529,0.49225260689343653,0.9603312587212796,719.1177486719677,1402.9204580738026,1460.871387173056,2.351471964040757,0.5668554156326314,0.001335429782528346,0.8160426625823223,0.0,8.0,1.0,0.2559197412725251,0.2222222222222222,0.0,0.1111111111111111,0.0,0.5555555555555557,0.0,0.0,0.0,0.0,0.05555555555555555,441
CCOCP(=O)([O-])F.[Na+],,PFO2-,COCC,CCOCCOCC,,164.04800000000006,163.37528582420313,9.0,9.0,6.0,3.0,3.0,164.048,156.992,49.36,-2.4926999999999984,25.207499999999992,50.0,1.0,-0.7731105661964806,1.7777777777777777,2.2222222222222223,2.3333333333333335,11.450972222222223,-4.654452160493827,0.43853586835332103,0.9684406623435894,0.2492442246462488,0.9594246416119862,155.85133739095767,599.9240854358497,625.2956818243503,2.051670205239825,0.31944014063120385,0.006156024437603902,0.5588578902028688,0.0,8.0,1.0,0.20599833032625312,0.1875,0.4375,0.1875,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,442
O=P([O-])(F)C(F)(F)OC(F)(F)C(F)(F)F.[Na+],,PFO2-,C(F)(F)OC(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,,289.97799999999995,92.42559397226304,16.0,16.0,13.0,3.0,3.0,289.97799999999995,289.97799999999995,49.36,-0.7646999999999999,25.748500000000003,92.0,1.0,-0.7685022276122219,1.0,1.3125,1.5,11.803757716049383,-7.320185185185185,0.2969586014316526,0.9366295402419771,0.3503214300411875,0.9534973033278483,516.1941851205805,1404.9661861911293,1473.487320087416,2.4193562965263795,0.3943476687194115,0.001847167850418764,0.6720437189439993,0.0,8.0,1.0,0.2797845202250658,0.1875,0.0,0.1875,0.0,0.5,0.0,0.0,0.0,0.0,0.0625,443
COCCP(=O)([O-])F.[Na+],,PFO2-,CCOC,COCCCCOC,,164.04800000000006,163.37528582420313,9.0,9.0,6.0,3.0,3.0,164.048,156.992,49.36,-2.8402999999999983,25.457499999999992,50.0,1.0,-0.7746630120177511,1.7777777777777777,2.2222222222222223,2.3333333333333335,11.495972222222223,-4.557229938271606,0.46979819735563916,0.9731088375698624,0.23034580578649783,0.9616774539691053,149.15972742363846,622.7313165686414,647.5469649397096,2.079973238878065,0.32345747153207843,0.0064472996202103615,0.5369658275206712,0.0,8.0,1.0,0.18347999080901303,0.1875,0.4375,0.1875,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,444
