NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxEStateIndex,MinEStateIndex,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,InertialShapeFactor,PBF,FractionCSP2,NegativecenterType,EDGRatioNegCenter,EWGRatioNegCenter,C_ratio,H_ratio,O_ratio,N_ratio,F_ratio,S_ratio,B_ratio,Si_ratio,Se_ratio,P_ratio
22.0,22.0,9.0,6.0,7.0,406.327,390.19900000000007,64.55,3.531200000000003,93.10100000000004,120.0,0.22544075704872707,-0.49325052400557706,1.4090909090909092,2.090909090909091,2.6363636363636362,12.095575278722599,-0.14312452758881267,0.19343913502729088,0.8987485675558031,0.4384643797577996,0.8188320474552356,1911.121007251351,3569.0176888867313,4358.668789257231,3.4795124338114096,0.5378988011105824,0.00042845641084387,1.307905229262346,0.5384615384615384,8.0,1.0,0.07769095124883436,0.3421052631578947,0.42105263157894723,0.07894736842105263,0.07894736842105263,0.0,0.05263157894736842,0.0,0.0,0.0,0.0
24.0,24.0,9.0,7.0,8.0,370.50000000000006,348.32400000000007,67.78999999999999,2.8347000000000016,99.72800000000005,132.0,0.2254407652730932,-0.4932104800037407,1.25,1.875,2.3333333333333335,12.230750818846056,-0.13823507180649952,0.14851238264973962,0.8696683835848373,0.4936364072806383,0.7971379109545834,1941.4829556213967,3135.1611116441095,3933.0222142987927,3.4869462144182872,0.43812366146892817,0.0004105819773727805,1.270426026928121,0.4666666666666667,8.0,1.0,0.07769196160938546,0.326086956521739,0.4782608695652172,0.06521739130434782,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.0,0.0
24.0,24.0,11.0,7.0,9.0,372.42800000000005,356.30000000000007,107.69,2.6769000000000007,92.05540000000003,130.0,0.31510383338037556,-0.4930180822344803,1.4166666666666667,2.0833333333333335,2.5833333333333335,12.107294028722599,-0.5113921170319977,0.13822511270885457,0.8620759753618223,0.5067790570889474,0.8140807143258072,1913.2725878932777,3073.4464916508377,3775.3584350615124,3.42978885836093,0.4295779933753122,0.0004254912339606554,1.2341800393561928,0.5384615384615384,8.0,1.0,0.07769670144958189,0.325,0.4000000000000001,0.125,0.1,0.0,0.05,0.0,0.0,0.0,0.0
27.0,27.0,12.0,8.0,9.0,434.5650000000001,412.3890000000001,101.92999999999999,2.019,106.27380000000005,150.0,0.2456039514350002,-0.49324586331988746,1.2592592592592593,1.8888888888888888,2.3703703703703702,12.967483422011288,-3.826432206370201,0.22884684072522005,0.9149740748831607,0.403512629655757,0.7821921471852052,2072.0914998137023,4016.6616365544733,5135.134187947069,3.5935962275766173,0.30794999506503334,0.00037748919256487014,1.0830748536014143,0.4666666666666667,8.0,1.0,0.07769101704952348,0.30612244897959184,0.44897959183673486,0.1020408163265306,0.08163265306122448,0.0,0.061224489795918366,0.0,0.0,0.0,0.0
25.0,25.0,11.0,6.0,7.0,395.42800000000005,379.30000000000007,64.55,3.967120000000003,90.26900000000003,138.0,0.4460634346310797,-0.49327745785084426,1.32,1.96,2.48,13.026456265395659,-4.520427807697153,0.15477702410677793,0.8600612934428659,0.5101907207323401,0.6798759072553504,2275.89564573808,3032.8395913269624,4460.872284135636,3.514712869125261,0.3096908656037076,0.00029872894591125444,0.9635872338928948,0.5,8.0,1.0,0.07769023240011438,0.34146341463414637,0.39024390243902446,0.07317073170731708,0.07317073170731708,0.07317073170731708,0.04878048780487805,0.0,0.0,0.0,0.0
28.0,28.0,14.0,6.0,7.0,449.398,436.29400000000004,64.55,4.677500000000003,90.53400000000002,156.0,0.4460689383639083,-0.49327118465943814,1.1785714285714286,1.7857142857142858,2.25,13.636795692833301,-5.172253204522551,0.16829498764202266,0.8806242782625281,0.4738152388163572,0.7484890240600935,2594.598310644243,4098.703879202953,5475.97058534005,3.6796096359658197,0.5050911195685931,0.00028847973152123206,1.1697143578819542,0.5,8.0,1.0,0.07769030544363942,0.34146341463414637,0.3170731707317073,0.07317073170731708,0.07317073170731708,0.14634146341463414,0.04878048780487805,0.0,0.0,0.0,0.0
26.0,26.0,12.0,6.0,8.0,406.41100000000006,393.3070000000001,88.33999999999999,3.5303800000000027,90.24700000000003,140.0,0.44609745709404375,-0.4932387135346882,1.3846153846153846,2.0384615384615383,2.5384615384615383,13.053383703037381,-4.672372252141598,0.1663276932754663,0.8807465548946138,0.47358790740607887,0.7669498405650825,2258.4985921882685,3657.515549082667,4768.91102342213,3.625667866186367,0.500003894966262,0.0003395839356366309,1.2125602150570642,0.5,8.0,1.0,0.0776911480649254,0.35897435897435903,0.33333333333333337,0.07692307692307693,0.10256410256410256,0.07692307692307693,0.05128205128205128,0.0,0.0,0.0,0.0
26.0,26.0,12.0,7.0,8.0,411.4270000000001,395.2990000000001,73.78,3.6673000000000027,92.08400000000003,144.0,0.44618456906264625,-0.493139522819066,1.1923076923076923,1.8076923076923077,2.3076923076923075,13.107238578320828,-4.601261141030486,0.24785637144759207,0.923039253319375,0.3847057795661649,0.7962246376719446,1942.5034841637319,4020.394844597723,5049.322332392056,3.658272566246316,0.3672061849954288,0.0004098961181604921,1.1221950078006708,0.5,8.0,1.0,0.07769363272263193,0.33333333333333337,0.38095238095238104,0.09523809523809523,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.0,0.0,0.0,0.0
29.0,29.0,15.0,7.0,8.0,465.39700000000005,452.29300000000006,73.78,4.557300000000002,92.21500000000002,162.0,0.57271544337588,-0.49313946495340966,1.1379310344827587,1.7586206896551724,2.2413793103448274,13.122544700769808,-5.309952441337722,0.21650301309720116,0.9068862232212882,0.4213755784705939,0.7350725245152842,2575.0088519363417,4491.998004042235,6110.95892477319,3.762680998072354,0.33279162030454734,0.0002854640767399802,0.9802822515410072,0.5,8.0,1.0,0.0776936330461583,0.33333333333333337,0.30952380952380953,0.09523809523809523,0.07142857142857142,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0
26.0,26.0,12.0,7.0,8.0,427.49500000000006,411.3670000000001,64.55,4.380600000000003,97.31300000000003,144.0,0.4460924661939186,-0.49324439845945706,1.2692307692307692,1.9230769230769231,2.423076923076923,13.153534874617126,-4.53459447436382,0.2512249620649895,0.9240549684381696,0.3822596176746028,0.7851445136977213,2078.0320797808686,4268.1868847487585,5436.179977425149,3.7122425481294816,0.3516107731532552,0.0003778307954613078,1.1275331730256357,0.5,8.0,1.0,0.07769103391268,0.33333333333333337,0.38095238095238104,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0
