NumAtoms,NumHeteroatoms,NumHAcceptors,TPSA,MolLogP,MinPartialCharge,FpDensityMorgan1,MaxEStateIndex,MinEStateIndex,Eccentricity,NPR2,SpherocityIndex,PBF,FractionCSP2,NegativecenterType,EDGRatioNegCenter,EWGRatioNegCenter,C_ratio,O_ratio,N_ratio,F_ratio,S_ratio,B_ratio,Si_ratio,P_ratio
0.5,0.5,0.6000000000000001,0.2770385192596298,0.41871788940389626,0.02371578559075571,0.517543859649123,0.6151675682627928,0.20305124779132333,0.5448102842876703,0.28370439012124193,0.6434412650319258,0.7420741237019375,0.5142857142857142,1.0,0.0,0.3143701785490749,0.28806058221872544,0.5966228893058161,0.012860310421286103,0.3658536585365853,0.06768977802137574,0.0,0.0,0.0
0.375,0.375,0.8,0.5150575287643819,0.2549170800526622,0.023813556274594472,0.7638326585695007,0.34803666626156904,0.25907777616750705,0.6080416590591984,0.44487331932236107,0.5963164090198954,0.6369964439326576,0.5142857142857142,1.0,0.0,0.31437262382708026,0.40477667493796554,0.6351084812623273,0.22983682983682974,0.1923076923076923,0.08210890233362142,0.0,0.0,0.0
0.375,0.375,0.8,0.36938469234617305,0.274468309929546,0.024112099600993364,0.5276653171390014,0.36853200196962455,0.2695469668713779,0.7771600718764096,0.48222417954675945,0.38723431317539736,0.576949659686079,0.5142857142857142,1.0,0.0,0.3143798331169509,0.23387096774193594,0.7619047619047618,0.0,0.17857142857142852,0.06099518459069023,0.0,0.0,0.0
0.5625,0.5625,0.8,0.36938469234617305,0.40155415999109006,0.024112271966706622,0.38596491228070173,0.3743569921182299,0.21177195678883187,0.6659339169650496,0.4743116579795783,0.565792933574709,0.7442700632020918,0.5142857142857142,1.0,0.0,0.31437983405285463,0.23387096774193594,0.7619047619047618,0.0,0.35714285714285704,0.06099518459069023,0.0,0.0,0.0
0.375,0.375,0.8,0.2770385192596298,0.37632262099572505,0.023796466943153405,0.7165991902834007,0.3861507993326905,0.27936183315625673,0.775880938003795,0.35238933636717573,0.27479839103495934,0.44413226680187046,0.5142857142857142,1.0,0.0,0.31437229253835636,0.23387096774193594,0.5787545787545786,0.0,0.17857142857142852,0.3354735152487962,0.0,0.0,0.0
0.5625,0.5625,0.8,0.2770385192596298,0.5034084710572688,0.023796605247460967,0.5553539019963704,0.41112842035262176,0.2215868230737108,0.6927654649304502,0.43112377345591457,0.49096614102468517,0.700172951941165,0.5142857142857142,1.0,0.0,0.3143722932880598,0.23387096774193594,0.5787545787545786,0.0,0.35714285714285704,0.3354735152487962,0.0,0.0,0.0
0.3125,0.375,0.6000000000000001,0.2770385192596298,0.38212002044797083,0.023795432243649106,0.7298245614035087,0.3298605395941623,0.277030802413598,0.855333213908994,0.37176868397243257,0.08384514164223728,0.24015788960434048,0.7384615384615381,1.0,0.0,0.3143722472445278,0.29233870967741904,0.6558704453441294,0.05550239234449761,0.19736842105263153,0.08988764044943817,0.0,0.0,0.0
0.4375,0.375,0.8,0.3094547273636817,0.28266463329306585,0.023915934030164454,0.5679012345679012,0.4309888407852256,0.2753132008137442,0.800612114762338,0.4379095011246583,0.1898791979398099,0.4687427502620187,0.31999999999999984,1.0,0.0,0.3143751785690148,0.18557152875175253,0.5150501672240801,0.11462450592885376,0.16304347826086954,0.037127503663898415,0.0,0.0,0.0
0.4375,0.5,1.0,0.7086543271635817,0.26013188369788415,0.024494598826693803,0.7498375568551007,0.35332230547048926,0.2344179246267487,0.5413445564845958,0.07329960493749366,0.26574179499562856,0.3966756695404723,0.7384615384615381,1.0,0.0,0.31438892594532847,0.17832661290322616,0.9999999999999999,0.21090909090909093,0.1875,0.0747191011235955,0.0,0.0,0.0
0.625,0.5625,1.0,0.651025512756378,0.1661883098153114,0.023809436525427774,0.5906432748538012,0.4827305742657382,0.23322361564259397,0.8064857612113987,0.5621429519307639,0.2397811918308892,0.5191623818434175,0.31999999999999984,1.0,0.0,0.31437243841797363,0.05250164581961858,0.7880690737833593,0.07532467532467524,0.1530612244897959,0.2570511350607658,0.0,0.0,0.0
0.125,0.125,0.6000000000000001,0.18469234617308644,0.29204899516502614,0.012462532536016813,0.8325358851674639,0.05846227091855383,0.9894835154393143,0.47180281123273726,0.3469567177871238,0.3098652353765614,0.5231309948761782,0.5142857142857142,1.0,0.0,0.31374216418305406,0.28806058221872544,0.4090056285178236,0.012860310421286103,0.0,0.34886270211016723,0.0,0.0,0.0
0.3125,0.3125,0.6000000000000001,0.18469234617308644,0.39348635040853136,0.012490832408062147,0.7789473684210527,0.6326101776522268,0.3252229643088157,0.6714912557118029,0.5886572637156517,0.5183572023055231,0.6825484310971137,0.5142857142857142,1.0,0.0,0.31374248400008714,0.28806058221872544,0.4090056285178236,0.012860310421286103,0.18292682926829268,0.34886270211016723,0.0,0.0,0.0
0.1875,0.1875,0.8,0.42271135567783874,0.22968554105729727,0.012637575864870687,0.9199084668192218,0.060187444827019654,0.978013016416967,0.4837538276975266,0.15525080394897728,0.41870566233984663,0.48646011652153165,0.5142857142857142,1.0,0.0,0.3137461790962844,0.40477667493796554,0.4378698224852071,0.22983682983682974,0.0,0.3777009507346586,0.0,0.0,0.0
0.1875,0.1875,0.8,0.2770385192596298,0.24923677093418106,0.01308579383311459,0.6529366895499619,0.07303448457092188,0.9842099026555067,0.559405898244687,0.4021967402920741,0.5931175293602072,0.7870529531808363,0.5142857142857142,1.0,0.0,0.3137570744703558,0.23387096774193594,0.5787545787545786,0.0,0.0,0.3354735152487962,0.0,0.0,0.0
0.375,0.375,0.8,0.2770385192596298,0.37632262099572505,0.013086054675835346,0.7165991902834007,0.35244703811482037,0.2843292359878299,0.7646778656402535,0.4901215588808794,0.20536647321145102,0.40992005565224876,0.5142857142857142,1.0,0.0,0.3137570758858451,0.23387096774193594,0.5787545787545786,0.0,0.17857142857142852,0.3354735152487962,0.0,0.0,0.0
0.1875,0.1875,0.8,0.18469234617308644,0.3510910820003601,0.01261190298181658,0.6529366895499619,0.0829450580876463,0.9892174874947306,0.7441994277408193,0.38245759441803595,0.07028629978368695,0.293587380962376,0.5142857142857142,1.0,0.0,0.3137456786922158,0.23387096774193594,0.39560439560439553,0.0,0.0,0.6099518459069021,0.0,0.0,0.0
0.375,0.375,0.8,0.18469234617308644,0.478176932061904,0.012612114638321348,0.7165991902834007,0.4229222275670823,0.345672150268323,0.809890390143964,0.5587705202411397,0.19921190379436465,0.4282790087377366,0.5142857142857142,1.0,0.0,0.313745679841138,0.23387096774193594,0.39560439560439553,0.0,0.17857142857142852,0.6099518459069021,0.0,0.0,0.0
0.125,0.1875,0.6000000000000001,0.18469234617308644,0.3568884814526058,0.012610357134331451,0.8883572567783095,0.05400251283602753,0.9872301022616635,0.7072436817340981,0.6273528765903513,0.6750548956280766,0.7859789642106538,0.7384615384615381,1.0,0.0,0.3137456102135122,0.29233870967741904,0.45344129554655865,0.05550239234449761,0.0,0.3932584269662921,0.0,0.0,0.0
0.25,0.1875,0.8,0.21710855427713843,0.2574330942977009,0.012791234540905805,0.6929824561403509,0.10544573055339423,0.987949942582302,0.5797420827469999,0.5653381305669731,0.5108166792556895,0.7477751828049561,0.31999999999999984,1.0,0.0,0.31375003986043226,0.18557152875175253,0.3478260869565216,0.11462450592885376,0.0,0.2877381533952126,0.0,0.0,0.0
0.25,0.3125,1.0,0.6163081540770383,0.2349003447025192,0.01366028877971015,0.8976608187134504,0.05846227091855383,0.9330126450500704,0.5464532909854443,0.6137707403626609,0.49674979555653653,0.7108284576937054,0.7384615384615381,1.0,0.0,0.3137708203813112,0.17832661290322616,0.8076923076923076,0.21090909090909093,0.0,0.36292134831460676,0.0,0.0,0.0
